Date,Open,High (Rs.),Low (Rs.),Close (Rs.),Trade Volume,Share Volume,Turnover (Rs.)
1 DEC 2025,100,105,97,102.75,304,109397,11165463.8
28 NOV 2025,108,108.25,107,107,47,17388,1864357.75
27 NOV 2025,109.25,110,107.75,108,137,145521,15799527.5
26 NOV 2025,108.75,110,108,109.75,94,424156,46321571.75
25 NOV 2025,107,109.25,106,109,97,152893,16512984
24 NOV 2025,109,109,106,106.5,123,50587,5402911.75
21 NOV 2025,107.25,111.25,106.25,109.75,155,280234,30819460.25
20 NOV 2025,107,107.5,106.5,106.75,92,37235,3979794.5
19 NOV 2025,106,107,105,106.75,93,129157,13687207.25
18 NOV 2025,108,108,106,106.75,92,91859,9784650
17 NOV 2025,107,108,105,107,127,83063,8873427.25
14 NOV 2025,106,107,104,106,149,120734,12759139
13 NOV 2025,106,108,104.25,105.75,182,78968,8351018.75
12 NOV 2025,105.75,106,103,104.5,255,195489,20513307.75
11 NOV 2025,109,109,105,105.25,129,80514,8560730.5
10 NOV 2025,109.5,109.75,105,106.25,165,58981,6325702.75
7 NOV 2025,107,109.5,105,106.25,244,209978,22201422.75
6 NOV 2025,107,107,104.75,105.25,285,186567,19671095.75
4 NOV 2025,110,110,106.75,107,261,78002,8409327.25
3 NOV 2025,110,111,109,109.75,117,27652,3038995.5
31 OCT 2025,112,113,110,110,144,329757,36365613.25
30 OCT 2025,110.5,111.75,110,110.5,94,133769,14790977.5
29 OCT 2025,111,112.75,110.5,110.75,110,130447,14466730.75
28 OCT 2025,113.5,113.5,99,111,217,64874,7176897.25
27 OCT 2025,114,114.75,111,112,239,95826,10815123.5
24 OCT 2025,114.5,114.5,113,113.75,141,55803,6338961
23 OCT 2025,116,116.25,114,114,167,121793,13915338.25
22 OCT 2025,114.25,117,114.25,116.25,148,157650,18225014.25
21 OCT 2025,115.5,115.75,114,114,211,240528,27507195.75
17 OCT 2025,115.5,115.75,114,114.75,148,53127,6111358.5
16 OCT 2025,115.5,116.25,114,114.5,245,312756,35880988.75
15 OCT 2025,118,118,115.25,116.25,188,95349,11165610
14 OCT 2025,118,119.25,116.75,118.5,301,449246,53123351.25
13 OCT 2025,119,120,117,118.75,245,147060,17480146
10 OCT 2025,116,119.5,115,119,482,783751,91966911.25
