"Date","Price","Open","High","Low","Change %"
"09/13/2021","10.939","10.255","10.939","10.255","4.79%"
"09/10/2021","10.439","10.255","10.939","10.255","-4.57%"
"09/09/2021","10.939","10.281","10.939","10.255","6.40%"
"09/08/2021","10.281","10.939","10.939","10.281","0.26%"
"09/07/2021","10.255","10.255","10.255","10.255","5.96%"
"09/06/2021","9.678","9.887","9.887","9.678","-2.12%"
"09/03/2021","9.887","9.678","9.887","9.678","2.16%"
"09/02/2021","9.678","9.678","9.678","9.678","0.00%"
"09/01/2021","9.678","9.678","9.678","9.678","2.22%"
"08/31/2021","9.468","9.677","9.677","9.468","-2.16%"
"08/30/2021","9.677","9.468","9.992","9.468","-0.54%"
"08/27/2021","9.730","9.415","9.730","9.233","2.77%"
"08/26/2021","9.468","9.415","9.468","9.233","0.00%"
"08/25/2021","9.468","9.233","9.468","9.181","-2.69%"
"08/24/2021","9.730","9.415","9.730","9.233","2.77%"
"08/23/2021","9.467","9.415","9.467","9.233","1.40%"
"08/20/2021","9.337","9.415","9.415","9.337","1.42%"
"08/19/2021","9.207","9.049","9.207","9.049","2.33%"
"08/18/2021","8.997","9.049","9.127","8.997","-1.43%"
"08/17/2021","9.127","9.049","9.127","8.997","1.46%"
"08/16/2021","8.997","9.049","9.049","8.997","0.58%"
"08/13/2021","8.944","9.049","9.075","8.944","-0.58%"
"08/12/2021","8.997","9.049","9.049","8.944","0.00%"
"08/11/2021","8.997","9.049","9.049","8.944","0.00%"
"08/10/2021","8.997","9.049","9.049","8.944","0.00%"
"08/09/2021","8.997","9.049","9.049","8.997","0.00%"
"08/06/2021","8.997","9.049","9.049","8.997","-0.58%"
"08/05/2021","9.049","8.997","9.049","8.997","0.58%"
"08/04/2021","8.997","9.049","9.049","8.997","0.00%"
"08/03/2021","8.997","8.944","9.049","8.944","-0.86%"
"08/02/2021","9.075","9.049","9.075","9.049","0.00%"
"07/30/2021","9.075","9.049","9.075","9.049","0.29%"
"07/29/2021","9.049","8.997","9.075","8.997","-0.29%"
"07/28/2021","9.075","8.997","9.075","8.997","1.46%"
"07/27/2021","8.944","8.684","9.023","8.370","5.54%"
"07/26/2021","8.474","8.683","8.683","8.370","-0.31%"
"07/22/2021","8.500","8.474","8.683","8.370","0.31%"
"07/20/2021","8.474","8.370","8.683","8.370","-2.40%"
"07/19/2021","8.683","8.735","8.735","8.370","0.00%"
"07/16/2021","8.683","8.370","8.735","8.370","0.00%"
"07/15/2021","8.683","8.370","8.735","8.370","-0.60%"
"07/14/2021","8.735","8.370","8.735","8.370","0.60%"
"07/13/2021","8.682","8.370","8.682","8.370","1.21%"
"07/12/2021","8.578","8.370","8.682","8.370","0.62%"
"07/09/2021","8.526","8.370","8.682","8.370","-0.61%"
"07/08/2021","8.578","8.370","8.682","8.370","-1.20%"
"07/07/2021","8.682","8.370","8.682","8.370","0.00%"
"07/06/2021","8.682","8.370","8.682","8.370","1.21%"
"07/05/2021","8.578","8.370","8.682","8.370","0.00%"
"07/02/2021","8.578","8.682","8.682","8.370","-1.20%"
"07/01/2021","8.682","8.578","8.682","8.370","0.00%"
"06/30/2021","8.682","8.370","8.682","8.370","1.22%"
"06/29/2021","8.578","8.370","8.578","8.370","0.00%"
"06/28/2021","8.578","8.474","8.578","8.370","-1.20%"
"06/25/2021","8.682","8.578","8.682","8.370","0.00%"
"06/23/2021","8.682","8.370","8.682","8.370","0.00%"
"06/22/2021","8.682","8.500","8.682","8.370","2.15%"
"06/21/2021","8.500","8.370","8.500","8.370","0.31%"
"06/18/2021","8.474","8.370","8.500","8.370","-0.31%"
"06/17/2021","8.500","8.369","8.500","8.369","1.56%"
"06/16/2021","8.369","8.474","8.500","8.369","0.00%"
"06/15/2021","8.369","8.500","8.500","8.369","0.00%"
"06/14/2021","8.369","8.500","8.500","8.369","-1.23%"
"06/11/2021","8.473","8.369","8.499","8.369","2.52%"
"06/10/2021","8.265","8.369","8.473","8.265","-2.75%"
"06/09/2021","8.499","8.369","8.499","8.369","0.00%"
"06/08/2021","8.499","8.369","8.499","8.369","0.00%"
"06/07/2021","8.499","8.369","8.578","8.369","-2.10%"
"06/04/2021","8.682","8.473","8.682","8.369","0.00%"
"06/03/2021","8.682","8.369","8.682","8.369","0.00%"
"06/02/2021","8.682","8.578","8.682","8.369","0.00%"
"06/01/2021","8.682","8.369","8.682","8.369","1.22%"
"05/31/2021","8.577","8.369","8.577","8.369","2.49%"
"05/28/2021","8.369","8.369","8.682","8.369","-2.43%"
"05/25/2021","8.577","8.369","8.682","8.369","0.00%"
"05/24/2021","8.577","8.421","8.577","8.368","0.00%"
"05/21/2021","8.576","8.420","8.576","8.368","0.00%"
"05/20/2021","8.576","8.420","8.576","8.368","1.86%"
"05/19/2021","8.420","8.368","8.420","8.368","-3.01%"
"05/18/2021","8.681","8.420","8.681","8.368","1.22%"
"05/17/2021","8.576","8.368","8.681","8.368","0.00%"
"05/13/2021","8.576","8.368","8.681","8.368","1.86%"
"05/12/2021","8.420","8.368","8.420","8.368","-3.00%"
"05/11/2021","8.681","8.368","8.681","8.368","0.00%"
"05/10/2021","8.681","8.420","8.681","8.368","1.21%"
"05/07/2021","8.576","8.368","8.681","8.316","0.00%"
"05/06/2021","8.576","8.368","8.681","8.368","0.00%"
"05/05/2021","8.576","8.368","8.576","8.368","-0.60%"
"05/04/2021","8.628","8.368","8.628","8.368","3.11%"
"05/03/2021","8.368","8.368","8.368","8.368","0.00%"
"04/30/2021","8.368","8.368","8.368","8.368","0.00%"
"04/22/2021","8.368","8.420","8.420","8.368","-2.43%"
"04/21/2021","8.576","8.420","8.576","8.368","2.49%"
"04/20/2021","8.368","8.420","8.420","8.368","0.00%"
"04/19/2021","8.368","8.420","8.420","8.368","-0.62%"
"04/16/2021","8.420","8.368","8.420","8.368","0.00%"
"04/15/2021","8.420","8.368","8.420","8.368","0.63%"
"04/12/2021","8.367","8.420","8.420","8.367","-3.61%"
"04/09/2021","8.680","8.367","8.680","8.367","3.74%"
"04/08/2021","8.367","8.367","8.367","8.367","-2.13%"
"04/07/2021","8.550","8.367","8.550","8.367","0.01%"
"04/06/2021","8.549","8.367","8.549","8.367","0.92%"
"04/05/2021","8.471","8.367","8.549","8.367","0.00%"
"04/01/2021","8.471","8.367","8.549","8.367","-0.91%"
"03/31/2021","8.549","8.471","8.549","8.367","2.18%"
"03/30/2021","8.367","8.471","8.549","8.367","0.00%"
"03/29/2021","8.367","8.471","8.549","8.367","-1.23%"
"03/26/2021","8.471","8.549","8.549","8.367","-0.91%"
"03/25/2021","8.549","8.471","8.549","8.471","0.00%"
"03/24/2021","8.549","8.471","8.549","8.367","2.18%"
"03/23/2021","8.367","8.471","8.549","8.367","-2.13%"
"03/22/2021","8.549","8.471","8.549","8.367","2.18%"
"03/19/2021","8.366","8.471","8.549","8.366","0.00%"
"03/18/2021","8.366","8.471","8.549","8.366","0.00%"
"03/17/2021","8.366","8.470","8.549","8.366","-2.13%"
"03/16/2021","8.549","8.470","8.549","8.366","2.18%"
"03/15/2021","8.366","8.470","8.549","8.366","-2.13%"
"03/12/2021","8.549","8.366","8.549","8.366","0.00%"
"03/10/2021","8.549","8.470","8.549","8.366","0.00%"
"03/09/2021","8.549","8.470","8.549","8.366","0.00%"
"03/08/2021","8.549","8.366","8.549","8.314","2.18%"
"03/05/2021","8.366","8.366","8.366","8.314","0.63%"
"03/04/2021","8.314","8.366","8.549","8.314","-2.74%"
"03/03/2021","8.549","8.367","8.549","8.315","2.81%"
"03/02/2021","8.315","8.367","8.367","8.315","-1.24%"
"03/01/2021","8.419","8.367","8.549","8.367","0.62%"
"02/25/2021","8.367","8.419","8.549","8.367","-2.13%"
"02/24/2021","8.549","8.367","8.549","8.367","2.18%"
"02/23/2021","8.367","8.549","8.549","8.367","-2.13%"
"02/22/2021","8.549","8.367","8.549","8.367","2.18%"
"02/19/2021","8.367","8.419","8.523","8.367","-2.13%"
"02/18/2021","8.549","8.523","8.549","8.393","4.12%"
"02/17/2021","8.211","8.523","8.550","8.211","1.61%"
"02/16/2021","8.081","8.055","8.081","8.055","0.97%"
"02/15/2021","8.003","8.055","8.107","8.003","-0.65%"
"02/12/2021","8.055","8.055","8.055","8.003","0.65%"
"02/11/2021","8.003","8.055","8.055","8.003","-1.28%"
"02/10/2021","8.107","8.159","8.159","8.107","-2.50%"
"02/09/2021","8.315","8.003","8.315","8.003","5.96%"
"02/08/2021","7.847","7.873","7.873","7.847","-2.26%"
"02/05/2021","8.029","7.847","8.029","7.847","0.32%"
"02/03/2021","8.003","7.847","8.030","7.847","-0.33%"
"02/02/2021","8.030","7.848","8.030","7.848","0.00%"
"02/01/2021","8.030","7.848","8.030","7.848","2.32%"
"01/29/2021","7.848","8.030","8.030","7.848","-2.27%"
"01/27/2021","8.030","7.848","8.030","7.848","0.00%"
"01/26/2021","8.030","7.848","8.030","7.848","2.32%"
"01/25/2021","7.848","7.900","8.030","7.848","-2.27%"
"01/22/2021","8.030","7.848","8.030","7.848","0.00%"
"01/21/2021","8.030","7.848","8.030","7.848","0.32%"
"01/20/2021","8.004","7.848","8.004","7.848","0.00%"
"01/19/2021","8.004","7.848","8.004","7.848","-0.32%"
"01/18/2021","8.030","7.848","8.030","7.848","1.65%"
"01/15/2021","7.900","7.848","7.900","7.848","2.68%"
"01/13/2021","7.694","7.694","7.772","7.694","-1.33%"
"01/12/2021","7.798","7.694","7.798","7.694","0.00%"
"01/11/2021","7.798","7.954","7.954","7.798","-1.96%"
"01/08/2021","7.954","7.798","7.954","7.798","0.00%"
"01/07/2021","7.954","7.798","7.954","7.798","0.00%"
"01/06/2021","7.954","7.798","7.954","7.772","2.00%"
"01/05/2021","7.798","7.772","7.954","7.772","0.00%"
"01/04/2021","7.798","7.772","7.902","7.772","0.00%"
"01/01/2021","7.798","7.954","7.954","7.798","-1.96%"
"12/31/2020","7.954","7.798","7.954","7.798","0.00%"
"12/30/2020","7.954","7.798","7.954","7.798","0.00%"
"12/28/2020","7.954","7.850","7.954","7.798","0.00%"
"12/24/2020","7.954","7.850","7.954","7.798","0.00%"
"12/23/2020","7.954","7.850","7.954","7.798","1.99%"
"12/22/2020","7.799","7.851","7.954","7.799","-1.95%"
"12/21/2020","7.954","7.799","7.954","7.799","1.99%"
"12/18/2020","7.799","7.851","7.851","7.799","1.35%"
"12/17/2020","7.695","7.799","7.851","7.695","-1.33%"
"12/16/2020","7.799","7.851","7.851","7.799","1.35%"
"12/15/2020","7.695","7.799","7.799","7.695","0.00%"
"12/14/2020","7.695","7.799","7.825","7.695","-1.33%"
"12/11/2020","7.799","7.799","7.799","7.695","0.00%"
"12/10/2020","7.799","7.695","7.799","7.695","0.33%"
"12/09/2020","7.773","7.799","7.799","7.695","0.34%"
"12/08/2020","7.747","7.695","7.799","7.695","0.00%"
"12/07/2020","7.747","7.591","7.747","7.591","-0.33%"
"12/04/2020","7.773","7.799","7.799","7.773","-0.33%"
"12/03/2020","7.799","7.851","7.851","7.799","-0.66%"
"12/02/2020","7.851","7.799","7.851","7.799","-1.31%"
"12/01/2020","7.955","7.799","7.955","7.799","0.33%"
"11/30/2020","7.929","7.799","7.929","7.799","0.00%"
"11/27/2020","7.929","7.799","7.929","7.799","0.99%"
"11/26/2020","7.851","7.799","7.851","7.799","0.00%"
"11/25/2020","7.851","7.695","7.851","7.695","0.00%"
"11/24/2020","7.851","7.695","7.851","7.695","-0.33%"
"11/23/2020","7.877","7.799","7.877","7.695","0.33%"
"11/20/2020","7.851","7.643","7.851","7.643","0.00%"
"11/19/2020","7.851","7.643","7.851","7.643","0.00%"
"11/18/2020","7.851","7.643","7.851","7.591","0.00%"
"11/17/2020","7.851","7.643","7.851","7.591","0.00%"
"11/16/2020","7.851","7.643","7.851","7.591","0.67%"
"11/13/2020","7.799","7.643","7.799","7.591","2.04%"
"11/12/2020","7.643","7.540","7.799","7.540","0.00%"
"11/11/2020","7.643","7.540","7.695","7.488","2.08%"
"11/10/2020","7.488","7.436","7.591","7.436","0.00%"
"11/09/2020","7.488","7.591","7.591","7.436","-1.36%"
"11/06/2020","7.591","7.436","7.591","7.436","0.00%"
"11/05/2020","7.591","7.436","7.591","7.436","0.00%"
"11/04/2020","7.591","7.539","7.591","7.436","1.38%"
"11/03/2020","7.488","7.514","7.591","7.436","-1.36%"
"11/02/2020","7.591","7.436","7.591","7.436","2.09%"
"10/29/2020","7.436","7.591","7.591","7.436","-2.05%"
"10/28/2020","7.591","7.436","7.591","7.436","0.69%"
"10/27/2020","7.539","7.436","7.539","7.436","0.34%"
"10/26/2020","7.514","7.436","7.539","7.436","-0.34%"
"10/23/2020","7.539","7.436","7.539","7.436","0.00%"
"10/22/2020","7.539","7.436","7.539","7.436","0.69%"
"10/21/2020","7.487","7.513","7.513","7.384","-0.69%"
"10/20/2020","7.539","7.487","7.539","7.384","0.00%"
"10/19/2020","7.539","7.513","7.539","7.384","0.00%"
"10/16/2020","7.539","7.513","7.591","7.513","0.00%"
"10/15/2020","7.539","7.513","7.591","7.513","0.35%"
"10/14/2020","7.513","7.539","7.591","7.513","-0.34%"
"10/13/2020","7.539","7.513","7.695","7.513","-0.34%"
"10/12/2020","7.565","7.513","7.591","7.513","1.04%"
"10/09/2020","7.487","7.332","7.591","7.332","-1.37%"
"10/08/2020","7.591","7.332","7.591","7.332","0.00%"
"10/07/2020","7.591","7.306","7.591","7.306","0.00%"
"10/06/2020","7.591","7.306","7.591","7.306","0.00%"
"10/05/2020","7.591","7.642","7.642","7.306","2.81%"
"10/02/2020","7.384","7.306","7.384","7.306","-4.69%"
"09/30/2020","7.747","7.668","7.747","7.487","2.06%"
"09/29/2020","7.590","7.487","7.590","7.461","0.68%"
"09/28/2020","7.539","7.487","7.539","7.435","0.69%"
"09/25/2020","7.487","7.461","7.513","7.383","0.35%"
"09/24/2020","7.461","7.383","7.513","7.383","0.00%"
"09/23/2020","7.461","7.383","7.513","7.383","1.06%"
"09/22/2020","7.383","7.332","7.383","7.332","-1.39%"
"09/21/2020","7.487","7.332","7.487","7.332","1.41%"
"09/18/2020","7.383","7.332","7.487","7.332","0.70%"
"09/17/2020","7.332","7.383","7.487","7.332","0.01%"
"09/16/2020","7.331","7.383","7.383","7.331","-0.35%"
"09/15/2020","7.357","7.383","7.383","7.331","0.35%"
"09/14/2020","7.331","7.435","7.435","7.331","-0.70%"
"09/11/2020","7.383","7.435","7.435","7.331","-0.70%"
"09/10/2020","7.435","7.383","7.435","7.331","0.70%"
"09/09/2020","7.383","7.331","7.383","7.331","-0.70%"
"09/08/2020","7.435","7.383","7.435","7.383","0.70%"
"09/07/2020","7.383","7.460","7.460","7.383","-0.70%"
"09/04/2020","7.435","7.435","7.435","7.383","0.00%"
"09/03/2020","7.435","7.383","7.435","7.383","0.00%"
"09/02/2020","7.435","7.383","7.435","7.383","-0.69%"
"08/31/2020","7.486","7.383","7.486","7.383","1.40%"
"08/28/2020","7.383","7.383","7.486","7.383","0.00%"
"08/27/2020","7.383","7.486","7.486","7.383","0.00%"
"08/26/2020","7.383","7.486","7.486","7.383","0.00%"
"08/25/2020","7.383","7.486","7.486","7.383","-1.38%"
"08/24/2020","7.486","7.486","7.486","7.486","0.70%"
"08/21/2020","7.435","7.486","7.486","7.383","-0.69%"
"08/20/2020","7.486","7.383","7.486","7.383","0.70%"
"08/19/2020","7.435","7.398","7.465","7.383","0.70%"
"08/18/2020","7.383","7.435","7.435","7.383","-0.69%"
"08/17/2020","7.435","7.444","7.444","7.383","0.00%"
"08/14/2020","7.435","7.450","7.450","7.383","0.00%"
"08/13/2020","7.435","7.383","7.435","7.383","-0.55%"
"08/12/2020","7.476","7.383","7.476","7.383","0.55%"
"08/11/2020","7.435","7.486","7.486","7.383","-0.69%"
"08/10/2020","7.486","7.383","7.590","7.383","-0.35%"
"08/07/2020","7.512","7.383","7.590","7.383","0.35%"
"08/06/2020","7.486","7.279","7.590","7.279","0.00%"
"08/05/2020","7.486","7.279","7.590","7.279","-1.37%"
"08/04/2020","7.590","7.279","7.590","7.279","2.10%"
"07/31/2020","7.434","7.491","7.491","7.383","0.00%"
"07/30/2020","7.434","7.331","7.486","7.331","0.00%"
"07/29/2020","7.434","7.486","7.486","7.331","0.00%"
"07/28/2020","7.434","7.331","7.486","7.331","-0.69%"
"07/27/2020","7.486","7.071","7.486","7.071","5.86%"
"07/24/2020","7.071","7.175","7.175","7.071","0.73%"
"07/23/2020","7.020","7.097","7.097","7.020","-1.09%"
"07/22/2020","7.097","6.968","7.097","6.968","1.11%"
"07/21/2020","7.019","6.968","7.071","6.968","0.74%"
"07/20/2020","6.968","7.071","7.071","6.968","0.00%"
"07/17/2020","6.968","7.071","7.071","6.968","0.00%"
"07/16/2020","6.968","7.071","7.071","6.968","-1.46%"
"07/15/2020","7.071","7.071","7.071","7.071","0.00%"
"07/14/2020","7.071","6.968","7.175","6.968","-1.44%"
"07/13/2020","7.175","7.071","7.175","7.071","0.00%"
"07/10/2020","7.175","7.123","7.227","7.019","1.46%"
"07/09/2020","7.071","7.071","7.071","7.071","-2.50%"
"07/08/2020","7.253","7.279","7.279","7.253","0.36%"
"07/07/2020","7.227","7.279","7.382","7.227","-2.11%"
"07/06/2020","7.382","7.279","7.382","7.279","2.15%"
"07/03/2020","7.227","7.382","7.382","7.227","-0.71%"
"07/02/2020","7.279","7.382","7.382","7.279","0.00%"
"07/01/2020","7.279","7.382","7.382","7.279","-0.36%"
"06/30/2020","7.305","7.382","7.382","7.305","-1.74%"
"06/29/2020","7.434","7.382","7.434","7.382","0.70%"
"06/26/2020","7.382","7.382","7.382","7.279","1.06%"
"06/25/2020","7.305","7.485","7.485","7.305","-1.74%"
"06/24/2020","7.434","7.745","7.745","7.434","-3.37%"
"06/23/2020","7.693","7.797","7.797","7.693","-1.33%"
"06/22/2020","7.797","8.057","8.057","7.745","-7.40%"
"06/19/2020","8.420","8.420","8.420","8.420","-0.31%"
"06/18/2020","8.447","8.473","8.473","8.342","-6.08%"
"06/17/2020","8.994","8.837","8.994","8.837","-1.72%"
"06/16/2020","9.151","9.203","9.203","9.099","0.29%"
"06/15/2020","9.125","9.151","9.203","9.125","0.29%"
"06/12/2020","9.099","9.151","9.203","9.099","-1.14%"
"06/11/2020","9.203","9.255","9.255","9.151","-1.12%"
"06/10/2020","9.307","9.255","9.307","9.255","0.00%"
"06/09/2020","9.307","9.281","9.307","9.255","1.14%"
"06/08/2020","9.203","9.281","9.281","9.203","-0.85%"
"06/04/2020","9.281","9.307","9.307","9.266","0.29%"
"06/03/2020","9.255","9.281","9.281","9.255","-0.56%"
"06/02/2020","9.307","9.281","9.307","9.281","0.57%"
"06/01/2020","9.255","9.281","9.281","9.203","0.28%"
"05/29/2020","9.229","9.307","9.307","9.203","1.43%"
"05/28/2020","9.099","9.151","9.307","9.099","-0.57%"
"05/27/2020","9.151","9.307","9.307","9.151","-0.57%"
"05/26/2020","9.203","9.307","9.307","9.125","-0.57%"
"05/22/2020","9.255","9.203","9.307","9.203","0.00%"
"05/21/2020","9.255","9.203","9.307","9.203","0.57%"
"05/20/2020","9.203","9.307","9.307","9.203","-1.13%"
"05/19/2020","9.307","9.203","9.307","9.203","1.14%"
"05/18/2020","9.203","9.307","9.307","9.203","0.00%"
"05/15/2020","9.203","9.307","9.307","9.203","0.00%"
"05/14/2020","9.203","9.307","9.307","9.177","-1.12%"
"05/13/2020","9.307","9.151","9.307","9.151","1.71%"
"05/12/2020","9.151","9.255","9.255","9.151","-2.50%"
"05/11/2020","9.385","9.359","9.385","9.359","0.84%"
"05/06/2020","9.307","9.411","9.411","9.307","-0.28%"
"05/05/2020","9.333","9.411","9.411","9.333","0.00%"
"05/04/2020","9.333","9.359","9.359","9.333","-0.28%"
"04/30/2020","9.359","9.359","9.359","9.359","-0.28%"
"04/29/2020","9.385","9.359","9.385","9.307","-0.28%"
"04/28/2020","9.411","9.491","9.568","9.411","0.28%"
"04/27/2020","9.385","9.568","9.568","9.385","-0.28%"
"04/24/2020","9.411","9.621","9.621","9.411","-1.64%"
"04/23/2020","9.568","9.700","9.700","9.568","-0.28%"
"04/22/2020","9.595","9.726","9.726","9.568","-0.27%"
"04/21/2020","9.621","9.700","9.700","9.568","0.27%"
"04/20/2020","9.595","9.830","9.830","9.595","-2.66%"
"04/17/2020","9.857","9.726","9.857","9.726","-0.26%"
"04/16/2020","9.883","9.830","9.883","9.830","0.26%"
"04/15/2020","9.857","9.883","9.883","9.805","-1.31%"
"04/09/2020","9.988","9.857","9.988","9.857","1.33%"
"04/08/2020","9.857","9.830","10.092","9.830","0.27%"
"04/06/2020","9.830","9.830","9.830","9.830","-3.35%"
"04/03/2020","10.172","10.172","10.172","10.040","1.30%"
"04/02/2020","10.040","10.066","10.066","10.040","-0.26%"
"04/01/2020","10.066","10.092","10.092","10.066","-0.52%"
"03/31/2020","10.119","10.146","10.146","10.119","1.31%"
"03/30/2020","9.988","10.092","10.172","9.988","0.53%"
"03/27/2020","9.936","9.988","9.988","9.936","-4.54%"
"03/20/2020","10.408","10.408","10.408","10.408","0.26%"
"03/19/2020","10.382","10.434","10.434","10.382","2.07%"
"03/18/2020","10.172","10.460","10.460","10.172","-2.03%"
"03/17/2020","10.382","10.382","10.382","10.382","1.78%"
"03/13/2020","10.200","10.200","10.200","10.200","0.00%"
"03/12/2020","10.200","10.200","10.200","10.200","0.99%"
"03/11/2020","10.100","10.100","10.100","10.100","0.50%"
"03/10/2020","10.050","10.050","10.050","10.050","0.50%"
"03/06/2020","10.000","10.000","10.000","10.000","-0.50%"
"03/05/2020","10.050","10.050","10.050","10.050","-0.50%"
"03/04/2020","10.100","10.100","10.100","10.100","-0.49%"
"03/03/2020","10.150","10.150","10.150","10.150","0.00%"
"03/02/2020","10.150","10.150","10.150","10.150","0.50%"
"02/28/2020","10.100","10.100","10.100","10.100","-0.49%"
"02/27/2020","10.150","10.150","10.150","10.150","0.50%"
"02/26/2020","10.100","10.100","10.100","10.100","-0.49%"
"02/25/2020","10.150","10.150","10.150","10.150","0.50%"
"02/24/2020","10.100","10.100","10.100","10.100","-0.49%"
"02/20/2020","10.150","10.150","10.150","10.150","0.50%"
"02/19/2020","10.100","10.100","10.100","10.100","1.51%"
"02/18/2020","9.950","9.950","9.950","9.950","-0.50%"
"02/17/2020","10.000","10.000","10.000","10.000","0.00%"
"02/14/2020","10.000","10.000","10.000","10.000","1.01%"
"02/13/2020","9.900","9.900","9.900","9.900","0.51%"
"02/12/2020","9.850","9.850","9.850","9.850","-0.51%"
"02/11/2020","9.900","9.900","9.900","9.900","1.54%"
"02/10/2020","9.750","9.750","9.750","9.750","-1.02%"
"02/07/2020","9.850","9.850","9.850","9.850","0.00%"
"02/06/2020","9.850","9.850","9.850","9.850","2.60%"
"02/05/2020","9.600","9.600","9.600","9.600","-0.52%"
"02/03/2020","9.650","9.650","9.650","9.650","1.05%"
"01/31/2020","9.550","9.550","9.550","9.550","-1.55%"
"01/30/2020","9.700","9.700","9.700","9.700","-3.00%"
"01/29/2020","10.000","10.000","10.000","10.000","-0.50%"
"01/28/2020","10.050","10.050","10.050","10.050","0.50%"
"01/27/2020","10.000","10.000","10.000","10.000","0.00%"
"01/24/2020","10.000","10.000","10.000","10.000","0.00%"
"01/23/2020","10.000","10.000","10.000","10.000","-0.99%"
"01/22/2020","10.100","10.100","10.100","10.100","0.00%"
"01/21/2020","10.100","10.100","10.100","10.100","1.00%"
"01/20/2020","10.000","10.000","10.000","10.000","0.00%"
"01/17/2020","10.000","10.000","10.000","10.000","0.50%"
"01/16/2020","9.950","9.950","9.950","9.950","-1.49%"
"01/14/2020","10.100","10.100","10.100","10.100","-0.49%"
"01/13/2020","10.150","10.150","10.150","10.150","1.50%"
"01/09/2020","10.000","10.000","10.000","10.000","-1.48%"
"01/08/2020","10.150","10.150","10.150","10.150","1.00%"
"01/07/2020","10.050","10.050","10.050","10.050","-0.50%"
"01/06/2020","10.100","10.100","10.100","10.100","0.00%"
"01/03/2020","10.100","10.100","10.100","10.100","0.00%"
"01/02/2020","10.100","10.100","10.100","10.100","0.50%"
"01/01/2020","10.050","10.050","10.050","10.050","0.00%"
"12/31/2019","10.050","10.050","10.050","10.050","-0.99%"
"12/30/2019","10.150","10.150","10.150","10.150","0.50%"
"12/27/2019","10.100","10.100","10.100","10.100","1.51%"
"12/26/2019","9.950","9.950","9.950","9.950","-2.93%"
"12/24/2019","10.250","10.250","10.250","10.250","0.00%"
"12/23/2019","10.250","10.250","10.250","10.250","-0.97%"
"12/20/2019","10.350","10.350","10.350","10.350","0.00%"
"12/19/2019","10.350","10.350","10.350","10.350","0.49%"
"12/18/2019","10.300","10.300","10.300","10.300","-0.19%"
"12/17/2019","10.320","10.320","10.320","10.320","0.68%"
"12/16/2019","10.250","10.250","10.250","10.250","0.00%"
"12/13/2019","10.250","10.250","10.250","10.250","0.00%"
"12/12/2019","10.250","10.250","10.250","10.250","-0.49%"
"12/10/2019","10.300","10.300","10.300","10.300","0.49%"
"12/09/2019","10.250","10.250","10.250","10.250","-0.97%"
"12/06/2019","10.350","10.350","10.350","10.350","-0.48%"
"12/05/2019","10.400","10.400","10.400","10.400","0.48%"
"12/04/2019","10.350","10.350","10.350","10.350","0.00%"
"12/03/2019","10.350","10.350","10.350","10.350","-0.48%"
"12/02/2019","10.400","10.400","10.400","10.400","0.00%"
"11/29/2019","10.400","10.400","10.400","10.400","0.48%"
"11/28/2019","10.350","10.350","10.350","10.350","-0.48%"
"11/27/2019","10.400","10.400","10.400","10.400","1.46%"
"11/26/2019","10.250","10.250","10.250","10.250","0.99%"
"11/25/2019","10.150","10.150","10.150","10.150","1.50%"
"11/22/2019","10.000","10.000","10.000","10.000","0.00%"
"11/21/2019","10.000","10.000","10.000","10.000","-0.50%"
"11/20/2019","10.050","10.050","10.050","10.050","-0.99%"
"11/19/2019","10.150","10.150","10.150","10.150","-2.40%"
"11/18/2019","10.400","10.400","10.400","10.400","-2.35%"
"11/15/2019","10.650","10.650","10.650","10.650","1.43%"
"11/14/2019","10.500","10.500","10.500","10.500","0.00%"
"11/13/2019","10.500","10.500","10.500","10.500","0.96%"
"11/08/2019","10.400","10.400","10.400","10.400","-0.48%"
"11/07/2019","10.450","10.450","10.450","10.450","0.00%"
"11/06/2019","10.450","10.450","10.450","10.450","-0.48%"
"11/05/2019","10.500","10.500","10.500","10.500","0.48%"
"11/04/2019","10.450","10.450","10.450","10.450","-0.95%"
"11/01/2019","10.550","10.550","10.550","10.550","0.96%"
"10/31/2019","10.450","10.450","10.450","10.450","-0.48%"
"10/30/2019","10.500","10.500","10.500","10.500","0.96%"
"10/29/2019","10.400","10.400","10.400","10.400","0.00%"
"10/28/2019","10.400","10.400","10.400","10.400","0.00%"
"10/25/2019","10.400","10.400","10.400","10.400","-0.48%"
"10/24/2019","10.450","10.450","10.450","10.450","-0.48%"
"10/23/2019","10.500","10.500","10.500","10.500","0.48%"
"10/22/2019","10.450","10.450","10.450","10.450","-0.95%"
"10/21/2019","10.550","10.550","10.550","10.550","0.00%"
"10/18/2019","10.550","10.550","10.550","10.550","1.44%"
"10/17/2019","10.400","10.400","10.400","10.400","-0.95%"
"10/16/2019","10.500","10.500","10.500","10.500","-0.47%"
"10/15/2019","10.550","10.550","10.550","10.550","0.29%"
"10/14/2019","10.520","10.520","10.520","10.520","0.19%"
"10/11/2019","10.500","10.500","10.500","10.500","-0.94%"
"10/10/2019","10.600","10.600","10.600","10.600","-0.47%"
"10/09/2019","10.650","10.650","10.650","10.650","-0.47%"
"10/08/2019","10.700","10.700","10.700","10.700","-0.93%"
"10/07/2019","10.800","10.800","10.800","10.800","0.00%"
"10/04/2019","10.800","10.800","10.800","10.800","0.75%"
"10/03/2019","10.720","10.720","10.720","10.720","0.66%"
