Date,Open,High (Rs.),Low (Rs.),Close (Rs.),Trade Volume,Share Volume,Turnover (Rs.)
25 SEP 2014,163,165,163,165,7,1296,213812
24 SEP 2014,165,168,165,168,28,5415,904372
22 SEP 2014,165.1,168.5,165,165.2,19,15366,2537655.9
19 SEP 2014,164.8,165,164.8,165,12,4286,707088.7
18 SEP 2014,163,164.8,163,163,3,410,66847.6
16 SEP 2014,161,165,158.5,163.2,29,22737,3702354.2
15 SEP 2014,160.1,161,160.1,160.8,2,910,146303
12 SEP 2014,162.3,162.3,161.5,161.5,4,503,81239.3
11 SEP 2014,163.9,164,161,162.6,11,2538,410366.5
10 SEP 2014,162.9,163.9,162.9,163.9,19,1659,271903.6
9 SEP 2014,162,162,161,161,4,29,4693
4 SEP 2014,158,160,158,159,4,2920,466995
3 SEP 2014,160,160,158.1,159.9,7,13310,2129188.5
2 SEP 2014,162.5,162.5,160,160.1,2,210,33625
1 SEP 2014,163.1,163.1,160,160,7,75025,12004099
29 AUG 2014,164,164,164,164,4,85,13940
28 AUG 2014,164.1,164.1,163,163,4,802,131028.2
27 AUG 2014,165,165.5,164,164.1,7,729,120082.3
26 AUG 2014,165.5,166.1,164.1,165,20,2558,424265.9
25 AUG 2014,165,165,165,165,5,8000,1320000
